SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531082,ALANKIT     ,B ,Q,35.65,35.70,33.95,34.80,34.85,35.55,449,380977,13230329.00,
531083,NIHAR INFO  ,XD,Q,19.00,19.00,19.00,19.00,19.00,18.10,6,1700,32300.00,
531088,TULIP STAR H,XD,Q,61.55,64.65,61.55,64.65,64.65,61.65,3,3,187.00,
531091,UNITED CRED.,XD,Q,12.41,12.41,12.41,12.41,12.41,12.34,1,15,186.00,
531092,OM MET INFRA,B ,Q,45.90,46.00,45.20,45.60,45.60,45.85,81,4347,197736.00,
531102,SURANA CORPO,B ,Q,1.57,1.57,1.57,1.57,1.57,1.50,8,7900,12403.00,
531109,ISHAN DYES  ,XD,Q,88.00,92.25,87.50,91.20,91.00,88.05,337,43615,3941624.00,
531119,CEENIK EXPO.,XT,Q,8.03,8.03,8.03,8.03,8.03,7.65,2,700,5621.00,
531120,PATEL ENGG. ,B ,Q,85.80,86.25,82.15,82.90,82.90,85.30,1994,287820,24110726.00,
531126,VIRTUALSOFT.,XD,Q,1.49,1.49,1.49,1.49,1.49,1.42,7,44265,65954.00,
531127,ANARINDUS   ,XD,Q,99.95,100.80,91.40,100.20,100.00,95.80,46,8712,868529.00,
531129,INANI MARBLE,XD,Q,42.50,44.60,42.50,44.60,44.60,42.50,5,25,1083.00,
531146,MEDICAMEN BI,XD,Q,379.00,379.00,359.00,362.25,364.35,362.70,144,7738,2803297.00,
531147,ALICON      ,B ,Q,378.00,384.50,372.00,375.50,374.00,379.00,45,1525,577601.00,
531153,DILIGENT    ,XD,Q,23.00,24.00,22.55,24.00,24.00,24.00,6,4032,93738.00,
531155,EPSOM PRO   ,XD,Q,5.81,5.81,5.81,5.81,5.81,6.11,1,50,290.00,
531156,ALFAVISON.OV,XT,Q,77.55,77.65,77.20,77.20,77.20,77.40,16,1715,132959.00,
531157,ORGANIC COAT,XT,Q,13.36,14.72,13.36,14.71,14.72,14.02,25,36765,506517.00,
531158,CATVISION   ,XT,Q,26.25,26.25,25.75,26.25,26.25,25.00,27,8400,219455.00,
531161,ABM KNOWLEDG,XC,Q,159.00,164.85,159.00,160.70,161.00,163.05,64,9969,1611704.00,
531162,EMAMI LTD.  ,A ,Q,1143.00,1197.00,1143.00,1163.15,1163.15,1148.00,1782,13231,15490520.00,
531172,PRANAV.SPIN ,XD,Q,28.50,28.50,28.50,28.50,28.50,28.00,1,10,285.00,
531173,SYSCHEM (I) ,XT,Q,9.99,10.00,9.32,9.40,9.40,9.80,12,4949,47692.00,
531175,BLS INFOTE  ,XD,Q,0.33,0.34,0.33,0.34,0.34,0.33,7,7945,2635.00,
531179,ARMAN FIN   ,B ,Q,214.00,226.35,213.80,218.50,217.00,214.60,457,13178,2901494.00,
531191,FILTRON ENG.,XT,Q,8.40,8.40,8.40,8.40,8.40,8.00,1,500,4200.00,
531196,GAGAN POLYCO,XD,Q,3.46,3.47,3.45,3.47,3.47,3.31,19,22395,77510.00,
531201,SHILCHAR TEC,XD,Q,455.00,455.00,431.15,452.85,450.00,450.60,35,2134,961062.00,
531209,NUCLE.SOFT E,B ,Q,268.70,274.75,268.30,271.30,271.30,266.90,929,24186,6582805.00,
531212,NALIN LEASE ,XD,Q,10.64,10.64,10.64,10.64,10.64,11.18,3,1500,15960.00,
531213,MANAP FIN   ,A ,Q,88.40,93.75,88.10,92.05,92.05,87.70,7396,1146071,105368905.00,
531215,RTS POWER CO,XD,Q,31.10,35.40,31.10,33.30,32.60,32.80,26,6150,200315.00,
531216,COMFORT INTE,XD,Q,0.94,0.94,0.81,0.85,0.85,0.82,58,79313,66512.00,
531223,ANJANI SYNT.,XD,Q,28.00,28.00,27.55,27.80,28.00,27.55,4,241,6703.00,
531225,FRONTIER    ,XT,Q,1.70,1.70,1.54,1.54,1.54,1.62,2,5700,8858.00,
531228,RANDER CORP.,XD,Q,14.28,14.28,14.28,14.28,14.28,14.28,1,200,2856.00,
531233,RASI ELECTRO,XD,Q,8.49,8.49,8.00,8.08,8.01,8.05,33,18368,147652.00,
531241,LINC PEN &PL,B ,Q,270.00,273.00,260.10,264.00,264.00,268.30,65,2264,601242.00,
531252,FARRY IND.  ,XT,Q,5.62,5.62,5.62,5.62,5.62,5.36,1,5,28.00,
531253,INDIA GELAT.,XD,Q,70.00,70.00,66.70,67.85,67.85,69.05,45,4164,280735.00,
531257,PRATIKSHA CH,XT,Q,6.04,6.04,6.04,6.04,6.04,5.76,5,2562,15474.00,
531266,VST TILLERS ,B ,Q,1929.00,1930.00,1905.00,1917.85,1915.40,1913.80,124,749,1437718.00,
531273,RADHE DEVLOP,XD,Q,33.15,33.15,33.15,33.15,33.15,31.60,32,6154,204005.00,
531278,ELIXIR      ,XD,Q,37.70,37.70,35.65,36.30,36.20,35.80,22,317,11610.00,
531279,TRISHAKTI EL,XD,Q,9.68,9.68,9.68,9.68,9.68,10.18,1,5,48.00,
531287,NAT PLASTIC ,XD,Q,45.00,48.00,44.75,46.10,46.10,47.10,6,552,25501.00,
531289,NATFIT      ,XD,Q,251.40,254.80,245.00,249.95,249.95,251.40,39,2101,526233.00,
531297,ARTEFACT PR ,XD,Q,33.05,33.05,33.05,33.05,33.05,33.05,1,100,3305.00,
531300,AMIT INTNL. ,XT,Q,4.72,4.72,4.28,4.28,4.28,4.50,9,1220,5259.00,
531306,DHP INDIA LT,XD,Q,251.90,258.95,250.00,251.00,253.50,252.30,68,3810,959091.00,
531307,SRK INDUS   ,XC,Q,4.99,4.99,4.99,4.99,4.99,4.99,2,1400,6986.00,
531327,CHARMS INDUS,XT,Q,4.30,4.30,4.30,4.30,4.30,4.52,1,100,430.00,
531328,IDEAL OPTICS,XD,Q,140.00,140.00,137.00,137.00,137.00,140.00,2,32,4444.00,
531335,ZYDUS WELL  ,B ,Q,862.15,889.00,855.00,868.70,866.40,858.00,94,549,477633.00,
531337,IRISMEDIA   ,XT,Q,14.90,14.95,14.90,14.95,14.95,15.20,7,77600,1156870.00,
531339,JAIHIND PROJ,B ,Q,6.00,6.01,6.00,6.00,6.00,6.35,19,11449,68719.00,
531341,GUJ.INVESTA ,XD,Q,4.00,4.00,4.00,4.00,4.00,4.20,1,1,4.00,
531344,CONTAIN.CORP,A ,Q,1200.00,1217.90,1182.25,1213.35,1213.35,1197.80,1251,9106,10995577.00,
531346,EASTERN TRED,XD,Q,142.10,144.90,142.10,144.90,144.90,145.00,13,875,126438.00,
531349,PANACEA BIOT,B ,Q,170.95,173.00,165.60,166.60,166.60,169.50,517,22242,3765453.00,
531358,CHOICE INT. ,XD,Q,49.00,49.95,47.20,47.70,47.70,47.60,15,1361,66472.00,
531367,DOLLEX IND. ,XD,Q,2.78,3.15,2.78,2.91,2.91,3.10,25,13002,37718.00,
531373,BYKE HOSP   ,B ,Q,164.20,167.50,163.00,163.75,163.75,163.95,591,48808,8025539.00,
531381,ARIHANT FOUN,T ,Q,55.05,58.45,55.05,58.35,58.35,55.80,3,77,4245.00,
531390,UPSURGE INV.,XD,Q,17.75,19.80,17.50,19.80,19.75,17.15,4,3121,55413.00,
531397,POLYCON INT.,XD,Q,18.20,18.85,18.20,18.85,18.85,19.00,3,502,9137.00,
531398,SOURCENTRL  ,XD,Q,83.00,83.00,76.00,76.10,76.10,80.00,33,4308,337561.00,
531400,ALMONDZ GLO ,B ,Q,15.11,16.60,15.11,16.60,16.60,15.27,19,5944,95420.00,
531404,ZICOM ELECTR,B ,Q,44.85,45.00,44.40,44.50,44.55,44.40,323,33687,1505631.00,
531409,ALCH CORP   ,XD,Q,7.39,7.39,7.39,7.39,7.39,7.04,1,1,7.00,
531410,GUJ.FOILS   ,XD,Q,25.70,27.40,25.65,26.75,26.75,25.25,130,27367,724717.00,
531411,TUNI TEXTILE,XD,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,1700,833.00,
531416,NARENDRA PRO,XD,Q,8.62,8.62,7.80,7.81,7.81,8.21,3,45,371.00,
531417,MEGA CORPN. ,XD,Q,0.91,0.91,0.91,0.91,0.91,0.95,2,404,367.00,
531426,TAMIL.NEWSPR,B ,Q,344.00,345.35,340.05,341.55,341.55,342.70,88,3654,1252927.00,
531429,ADVENT COMP.,XD,Q,2.85,2.85,2.73,2.85,2.85,2.85,11,8300,23651.00,
531431,SHAKTI PUMPS,B ,Q,161.00,164.70,159.65,163.45,163.45,162.10,429,20399,3318358.00,
531433,SUNGOLD CAP.,XD,Q,1.52,1.58,1.52,1.58,1.58,1.60,2,1599,2472.00,
531436,SAFFRON IND ,XT,Q,12.50,12.50,12.40,12.40,12.40,12.20,3,420,5230.00,
531437,PWASML      ,XD,Q,37.40,37.90,30.10,32.35,32.35,35.20,1047,333874,11668493.00,
531439,GOLDSTONE EN,B ,Q,7.39,7.39,7.20,7.23,7.20,7.02,7,600,4364.00,
531444,VARDHMAN    ,XT,Q,12.00,12.00,12.00,12.00,12.00,12.50,1,1,12.00,
531453,MOHIT INDUS.,B ,Q,48.15,52.50,45.95,49.40,49.40,48.60,1175,148016,7272322.00,
531454,POLYLINK POL,XD,Q,12.00,12.27,12.00,12.27,12.27,11.69,16,5472,67099.00,
531456,MINAXI TEXT.,XD,Q,1.72,1.72,1.72,1.72,1.72,1.64,6,3659,6293.00,
531460,CONTI.CONTRL,XT,Q,8.70,8.70,8.43,8.70,8.70,8.60,28,62290,539928.00,
531467,ARNAVCORP   ,XD,Q,2.36,2.36,2.36,2.36,2.36,2.40,89,43736,103216.00,
531471,DUKE OFFSHOR,XD,Q,119.50,119.50,106.25,109.25,109.25,115.00,148,11383,1272233.00,
531472,CYBELE IND  ,XT,Q,8.40,8.40,8.21,8.21,8.21,8.64,8,1390,11515.00,
531489,CG-VAK SOFTW,XD,Q,30.50,31.25,30.50,31.20,31.20,31.25,7,246,7607.00,
531494,NAVKAR BUILD,XD,Q,18.00,18.00,18.00,18.00,18.00,17.50,1,10,180.00,
531495,BLUECOAST   ,B ,Q,128.95,128.95,128.95,128.95,128.95,129.95,1,1,128.00,
531497,MADHUCON PRJ,B ,Q,44.85,45.55,44.55,45.00,45.00,45.10,381,54199,2438802.00,
531499,SYBLY INDS. ,XD,Q,6.67,6.67,6.48,6.51,6.50,6.58,115,62256,407320.00,
531500,RAJESH EXPO.,A ,Q,499.50,504.00,496.25,497.70,497.70,498.65,1677,74415,37178451.00,
531502,ESAAR (I)LTD,XD,Q,0.59,0.59,0.59,0.59,0.59,0.59,12,25380,14974.00,
531503,MARIS SPIN. ,XT,Q,26.85,26.85,26.85,26.85,26.85,28.25,1,10,268.00,
531508,EVEREADY (I),B ,Q,245.00,248.00,242.35,245.90,247.45,241.10,298,4575,1122811.00,
531518,VIKAS GRAN  ,XD,Q,5.84,5.84,5.33,5.34,5.74,5.61,7,262,1453.00,
531519,ANKUSH FINST,XD,Q,15.30,17.60,15.30,17.60,17.55,16.55,75,25772,448461.00,
531522,RASOYA PROTE,T ,Q,0.19,0.20,0.19,0.20,0.20,0.20,85,311254,60235.00,
531524,I.C.S.A. IND,B ,Q,3.00,3.00,2.90,2.90,2.90,2.95,14,9756,29035.00,
531525,ACE SOFTWARE,XD,Q,20.00,22.00,20.00,21.10,21.10,21.00,7,306,6539.00,
531531,HATSUN AGRO ,B ,Q,442.00,450.00,438.50,441.70,443.95,442.40,157,3964,1757040.00,
531533,E.COM INFOTE,XT,Q,4.80,4.80,4.80,4.80,4.80,4.99,1,100,480.00,
531539,RISHABH DIGH,XD,Q,21.05,22.50,20.65,22.45,22.50,21.45,17,2452,54577.00,
531540,MARUTI INFRA,XD,Q,34.90,35.00,33.80,34.15,34.15,34.15,1465,41878,1432495.00,
531541,AVONLIFE    ,XT,Q,9.45,9.45,9.00,9.00,9.00,9.00,11,1922,17298.00,
531543,JINDAL WORLD,B ,Q,200.00,206.60,200.00,206.60,206.60,207.65,2,2,406.00,
531547,TIRUPATI IND,XD,Q,16.85,16.85,16.85,16.85,16.85,16.55,7,15000,252750.00,
531548,SOMANY CRAM ,B ,Q,608.00,615.00,598.00,603.25,601.40,601.20,56,371,223672.00,
531556,CORAL (I)FIN,B ,Q,165.70,165.70,159.80,159.95,160.00,165.20,1290,118708,19162886.00,
531560,AROMA ENT   ,Z ,Q,27.00,27.00,26.50,26.50,26.50,27.45,2,290,7730.00,
531565,INDOPACIFIC ,XD,Q,1.49,1.49,1.49,1.49,1.49,1.47,1,500,745.00,
531569,SANJIVANI PA,XD,Q,15.30,15.50,14.82,15.03,15.20,15.45,37,3069,46364.00,
531574,VAS INFRA   ,XD,Q,14.50,17.35,13.00,15.50,15.50,14.50,30,3989,60106.00,
531583,RAP MEDIA   ,XT,Q,8.53,8.53,7.73,8.53,8.53,8.13,7,961,7916.00,
531590,BILPOWER LTD,B ,Q,1.12,1.13,1.12,1.13,1.13,1.12,9,13425,15143.00,
531591,BAMPSL SECUR,XD,Q,0.27,0.27,0.27,0.27,0.27,0.27,1,500,135.00,
531592,ADI RASAYAN ,XT,Q,30.00,30.00,30.00,30.00,30.00,28.60,2,363,10890.00,
531594,INCON ENGG. ,XT,Q,10.83,11.31,10.83,11.31,11.31,11.39,4,551,5994.00,
531595,CGCL        ,B ,Q,52.90,56.45,52.90,55.45,55.45,54.60,41,3189,173636.00,
531598,NIMBUS FOOD ,XD,Q,0.90,0.90,0.90,0.90,0.90,0.94,11,9450,8505.00,
531599,FDC LIMITED ,B ,Q,217.35,233.45,215.25,227.85,233.00,217.10,968,24835,5598077.00,
531611,AADHAARVEN  ,XD,Q,0.12,0.12,0.12,0.12,0.12,0.12,29,234950,28194.00,
531612,KGN IND LTD ,XD,Q,1.82,1.82,1.82,1.82,1.82,1.85,1,3000,5460.00,
531613,MAL         ,XD,Q,4.00,4.00,3.82,3.85,3.82,3.70,8,10500,41622.00,
531616,STARCOM     ,XT,Q,297.95,315.00,294.00,314.00,314.00,300.00,14,1220,377513.00,
531624,COUNTRY COND,B ,Q,3.76,4.02,3.75,4.02,4.02,3.81,21,12375,48213.00,
531633,LINCOLN PHAR,B ,Q,200.70,205.00,200.00,202.40,202.40,200.00,472,19617,3979994.00,
531637,SWORD &SHIEL,XT,Q,4.54,4.54,4.32,4.49,4.32,4.54,3,600,2718.00,
531638,SURAJ LTD   ,XD,Q,45.10,45.10,45.00,45.00,45.00,46.00,3,100,4505.00,
531642,MARICOLTD   ,A ,Q,255.80,258.30,253.00,255.85,255.85,255.30,1302,51445,13130006.00,
531644,TOKYO FINANC,XD,Q,9.09,9.09,9.09,9.09,9.09,9.55,4,1000,9090.00,
531648,MAHAVIRIND  ,XD,Q,5.15,5.17,5.10,5.10,5.10,5.10,27,91300,467130.00,
531661,HITTCO TOOLS,XD,Q,5.43,5.46,5.43,5.46,5.46,5.20,10,7600,41487.00,
531663,YUVRAAJHPL  ,XD,Q,0.88,0.88,0.80,0.80,0.80,0.88,30,100100,80240.00,
531668,VISION CORPO,XD,Q,1.25,1.25,1.25,1.25,1.25,1.25,1,1000,1250.00,
531671,BISIL PLAST ,XD,Q,0.36,0.37,0.36,0.37,0.37,0.36,5,5500,2000.00,
531673,ANKA INDIA  ,XT,Q,12.00,12.00,12.00,12.00,12.00,12.41,1,50,600.00,
531675,TRICOM INDIA,T ,Q,1.17,1.17,1.07,1.17,1.17,1.12,12,9630,10979.00,
531680,MAYUR LEATHR,XT,Q,25.00,26.60,25.00,25.00,25.00,26.10,8,322,8067.00,
531682,CAT TECHN.  ,XT,Q,1.00,1.00,1.00,1.00,1.00,1.00,2,200,200.00,
531686,ADVIK LABORS,XT,Q,8.89,8.89,8.05,8.20,8.20,8.47,61,21849,186367.00,
531687,KARUTURI GLO,B ,Q,1.49,1.50,1.47,1.48,1.48,1.49,64,99731,148064.00,
531688,PRITHVI SOF ,XD,Q,42.65,42.65,40.00,41.10,40.50,40.70,22,3521,144238.00,
531695,VERONICAPRO ,XT,Q,0.20,0.21,0.19,0.20,0.20,0.20,108,629130,123652.00,
531712,TRILOGIC    ,XT,Q,4.82,5.04,4.82,5.04,5.04,5.07,16,4478,21681.00,
531717,VIDHI DYESTU,B ,Q,57.00,57.00,55.70,56.25,56.25,56.80,126,21625,1219747.00,
531719,BHAGIRA.CHEM,XD,Q,162.50,164.00,159.00,160.00,160.00,165.00,42,4798,769136.00,
531723,STAMPEDE CAP,B ,Q,23.25,23.95,23.00,23.40,23.25,23.75,482,936482,22097614.00,
531726,PANCHSHEEL O,XD,Q,110.00,110.00,108.00,108.20,110.00,110.00,4,201,21910.00,
531727,MENON PISTON,XT,Q,20.65,21.15,20.60,20.95,21.00,20.65,59,9528,197961.00,
531739,GENNEX LAB  ,XC,Q,6.10,6.20,5.90,6.06,6.10,5.98,192,75323,455200.00,
531746,PRAJAY ENGS.,T ,Q,13.00,13.00,12.41,12.80,12.51,13.05,52,13365,169673.00,
531752,SUN TECHNO  ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.22,1,1,0.00,
531758,G.K.CONSULT.,XD,Q,7.09,7.09,7.09,7.09,7.09,6.76,1,50,354.00,
531761,AMULYA LEAS.,XD,Q,329.00,329.95,315.30,321.85,321.85,321.60,128,11880,3854035.00,
531762,UNJHA FORMUL,XD,Q,14.75,15.00,14.50,14.50,14.50,15.00,5,1216,17932.00,
531768,POLY MEDICUR,B ,Q,513.20,538.00,510.60,513.05,510.60,513.40,835,15147,7889777.00,
531769,PFL INFOTECH,XD,Q,15.00,15.45,14.40,15.20,15.20,14.40,18,3577,53664.00,
531780,KACL        ,XD,Q,5.60,5.60,5.60,5.60,5.60,5.88,1,500,2800.00,
531784,KCLINFRA    ,XD,Q,1.11,1.21,1.11,1.21,1.21,1.16,21,250001,281857.00,
531791,NOVAGOL PETR,XT,Q,2.84,2.84,2.84,2.84,2.84,2.71,2,21,59.00,
531795,ATUL AUTO   ,B ,Q,429.00,433.75,422.10,423.50,423.50,427.00,281,2961,1258940.00,
531802,PRERNA INFR ,XD,Q,20.05,21.90,19.65,19.80,19.80,20.30,11,2501,49913.00,
531813,GANGAPAPERS ,P ,Q,12.01,12.01,12.01,12.01,12.01,12.64,1,100,1201.00,
531814,TIRUPATI SAR,XD,Q,23.80,25.25,21.20,24.25,24.25,23.10,871,409319,9614447.00,
531816,PANORAM UNI ,B ,Q,10.18,10.18,9.87,9.96,10.00,10.00,18,1549,15632.00,
531821,MUNOTH FIN. ,XD,Q,7.65,7.65,7.65,7.65,7.65,8.00,1,621,4750.00,
531830,TODAYS      ,T ,Q,2.58,2.58,2.58,2.58,2.58,2.70,1,45,116.00,
531831,UNISYS SOFT.,XC,Q,41.60,41.60,41.60,41.60,41.60,40.80,1,1,41.00,
531840,IEC EDU     ,XT,Q,3.17,3.17,3.17,3.17,3.17,3.02,1,100,317.00,
531841,INDUSFINL   ,XD,Q,8.64,8.64,8.63,8.63,8.63,9.08,2,20,172.00,
531842,LAHOTI OVER.,XD,Q,22.25,22.25,20.20,21.20,21.05,22.10,55,20285,431578.00,
531845,ZENITH BIRLA,T ,Q,0.73,0.73,0.70,0.70,0.70,0.72,18,26139,18331.00,
531855,PRABHAV IND ,XD,Q,1.87,1.87,1.87,1.87,1.87,1.84,2,114,213.00,
531859,ORIENTAL VEN,XD,Q,309.00,310.30,309.00,310.30,310.30,295.55,28,1117,346480.00,
531861,JOINDRE CAPI,XD,Q,16.75,18.45,16.15,17.95,17.95,16.50,69,23374,412288.00,
531862,BHARATAGRI  ,XD,Q,86.00,90.00,85.00,86.20,86.00,85.70,14,1585,135514.00,
531867,UNITECH INTE,XT,Q,13.58,13.58,12.40,12.97,12.97,12.98,32,21732,279645.00,
531869,SACHETA MET.,XD,Q,48.50,48.70,46.60,48.70,48.70,48.20,104,22084,1053833.00,
531879,PIONEER DIS.,B ,Q,182.50,184.00,180.20,180.80,181.25,185.00,19,396,71990.00,
531882,KWALITYLTD  ,B ,Q,139.80,141.20,136.70,137.95,140.30,138.15,1487,121676,16868795.00,
531888,REXNORD ELE.,XD,Q,70.95,71.10,68.00,69.30,69.20,68.95,44,4803,334793.00,
531892,KHANDWALA SE,B ,Q,17.50,17.80,17.00,17.55,17.55,17.80,16,1865,31971.00,
531893,SAWACA BUSI ,XD,Q,3.11,3.15,3.11,3.15,3.15,3.24,10,2785,8701.00,
531900,CCL INTER   ,XC,Q,21.00,21.00,21.00,21.00,21.00,21.00,15,1837,38577.00,
531913,GOPAL IRON S,XT,Q,15.70,15.70,14.22,14.22,14.22,14.96,2,459,6534.00,
531917,TWINSTAR SOF,XT,Q,1.53,1.54,1.53,1.54,1.54,1.55,3,11500,17610.00,
531921,AGAR IND COR,B ,Q,405.00,422.00,401.05,405.40,405.40,390.50,1682,52578,21537693.00,
531923,DHAMPURE SGR,XD,Q,21.35,21.35,19.15,19.50,19.50,19.75,9,776,15151.00,
531925,SHANTANU SHE,XT,Q,244.00,244.25,243.70,244.25,244.25,238.50,16,44470,10856674.00,
531934,SUPREME TEX ,T ,Q,5.00,5.02,4.70,5.02,5.02,4.79,170,146580,727925.00,
531944,SERVOTECH EN,XT,Q,3.89,3.89,3.89,3.89,3.89,3.71,4,1441,5605.00,
531950,VERTEX SEC. ,XD,Q,3.05,3.05,2.90,2.94,3.05,3.00,28,14054,41725.00,
531952,RIBA TEXTILS,XD,Q,43.10,45.95,43.10,45.95,45.95,43.15,4,95,4296.00,
531972,TRIDENTTOOL ,XT,Q,18.35,20.25,18.35,20.25,20.25,19.30,6,1159,22696.00,
531977,CHARTERLOGIS,XC,Q,22.00,22.95,21.80,22.55,22.55,22.00,322,288143,6453010.00,
531978,AMBIKA COTTO,B ,Q,1150.00,1150.00,1121.15,1127.80,1125.00,1122.85,132,730,829461.00,
531979,HIND ALUMIN ,XD,Q,103.30,107.00,102.50,104.00,104.00,102.40,70,9570,1009208.00,
531982,SPECTR FOOD ,XT,Q,71.65,71.65,71.00,71.65,71.65,68.30,3,29,2073.00,
531989,DECCAN POLYP,XT,Q,3.50,3.50,3.50,3.50,3.50,3.60,1,20,70.00,
531996,ODYSSEY CORP,XD,Q,3.30,3.37,3.10,3.11,3.10,3.16,18,9456,29818.00,
532001,INDUCTO STL.,XD,Q,26.60,26.60,26.20,26.40,26.20,27.15,4,334,8819.00,
532005,SAM INDUS.  ,XD,Q,6.92,6.92,6.92,6.92,6.92,6.66,1,5,34.00,
532015,GRAVITY (I) ,XD,Q,3.95,3.95,3.95,3.95,3.95,4.15,2,700,2765.00,
532022,FILAT FASH  ,XD,Q,4.45,4.60,4.43,4.60,4.60,4.51,45,31255,141869.00,
532035,UNISTAR MULT,XT,Q,4.41,4.79,4.41,4.79,4.79,4.59,8,6825,32136.00,
532038,EMMSONS INT.,XD,Q,9.69,9.70,9.69,9.70,9.70,9.41,2,10,96.00,
532039,ZENOTECH    ,XT,Q,42.30,42.70,41.55,42.15,42.00,42.60,26,13990,589642.00,
532041,HINDUSTN BIO,XT,Q,2.00,2.00,2.00,2.00,2.00,2.03,2,1000,2000.00,
532051,SWELECT     ,B ,Q,381.70,381.70,371.05,372.95,372.95,375.55,87,1961,733969.00,
532053,WALLFORT FIN,XD,Q,43.80,44.00,42.00,43.00,43.95,42.90,13,1176,51048.00,
532056,ADINATH EXIM,XT,Q,17.55,18.00,16.95,17.95,17.95,17.40,9,1111,19363.00,
532067,KILPEST (I) ,XT,Q,31.05,34.10,31.05,34.10,34.10,32.50,33,22512,763551.00,
532070,SUPERB PAPER,XD,Q,51.25,51.45,51.25,51.45,51.45,53.05,11,3010,154563.00,
532072,INTER DIGI  ,XT,Q,0.15,0.15,0.15,0.15,0.15,0.15,1,1900,285.00,
532078,MONNET IND. ,XD,Q,18.60,19.95,18.60,18.70,18.70,19.55,26,4622,87739.00,
532081,KSERASERA   ,T ,Q,0.16,0.17,0.16,0.17,0.17,0.16,46,921550,148935.00,
532090,VANDANA     ,XD,Q,0.26,0.26,0.23,0.23,0.23,0.24,17,31901,8234.00,
532092,SAGARPROD   ,XD,Q,14.20,15.64,14.20,15.50,15.50,14.90,19,2384,34734.00,
532097,MUKAND ENGG.,B ,Q,36.85,38.45,36.40,37.85,37.90,36.95,27,1786,66583.00,
532100,INDO-CITY IN,XT,Q,2.60,2.60,2.59,2.59,2.59,2.72,12,1920,4973.00,
532102,SBEC SUGAR  ,XT,Q,12.55,12.55,12.55,12.55,12.55,12.00,1,200,2510.00,
532106,REI AGRO LTD,B ,Q,0.45,0.46,0.44,0.46,0.46,0.44,72,584098,262394.00,
532114,AREALTY     ,XT,Q,2.42,2.65,2.41,2.65,2.65,2.53,7,4768,11850.00,
532121,DENA BANK   ,A ,Q,39.00,39.60,37.90,39.40,39.40,37.55,3095,617204,24098994.00,
532123,BSE  INFRA  ,B ,Q,4.00,4.10,3.77,3.97,3.98,3.90,31,19277,76249.00,
532124,RELIAB VEN  ,XD,Q,18.00,19.80,18.00,19.80,19.80,18.90,2,110,1998.00,
532127,MOBILE TELE ,XD,Q,3.52,3.52,3.30,3.37,3.30,3.43,62,54868,184775.00,
532129,HEXAWARE TEC,A ,Q,194.00,196.20,192.55,195.50,195.50,192.65,1021,100643,19588878.00,
532133,IFGL REFRACT,B ,Q,195.00,196.60,194.00,194.60,194.60,191.25,127,3483,679907.00,
532134,BANKBARODA  ,A ,Q,178.30,187.00,176.85,186.30,186.30,177.65,13518,1851748,339003787.00,
532141,ANDHRA CEMEN,B ,Q,10.84,11.93,10.84,11.44,11.44,10.61,2568,1175578,13423754.00,
532144,WELCORP     ,A ,Q,83.60,85.75,83.45,83.70,83.45,83.80,658,69492,5894041.00,
532145,H.S.(I) LTD.,XT,Q,6.82,6.82,6.81,6.81,6.81,7.10,2,150,1021.00,
532149,BNK OF INDIA,A ,Q,126.35,134.00,125.70,133.00,133.00,125.10,8211,1307936,170155846.00,
532150,INDRAPRAST  ,B ,Q,55.50,56.00,54.10,54.50,54.50,55.75,460,22295,1230250.00,
532155,GAIL (I) LTD,A ,Q,478.75,481.15,471.10,477.75,477.75,476.95,3991,152216,72607411.00,
532156,VAIBHAVGBL  ,B ,Q,305.00,312.00,304.05,305.05,305.05,310.00,16,305,94227.00,
532162,JK PAPER    ,B ,Q,93.90,95.20,93.10,93.55,93.55,93.30,1097,95912,9007737.00,
532163,SAREGAMA (I),B ,Q,225.45,229.45,219.70,222.35,223.90,220.30,395,9188,2045618.00,
532166,ALKA SECUR. ,XT,Q,0.21,0.21,0.21,0.21,0.21,0.20,5,6644,1395.00,
532172,SPHEREGSL   ,B ,Q,74.00,74.00,68.75,69.35,69.35,70.20,184,25519,1792075.00,
532173,CYBERTECH   ,B ,Q,89.40,89.40,84.35,85.65,85.65,86.00,293,20600,1778998.00,
532174,ICICI BANK  ,A ,Q,284.00,285.70,278.80,281.40,281.40,285.55,11958,875244,246290645.00,
532175,CYIENT      ,A ,Q,457.25,459.00,454.45,456.40,456.95,452.25,145,1789,817455.00,
532178,ENGINRS.(I) ,A ,Q,151.00,152.45,149.40,150.00,150.00,150.15,1441,115382,17393563.00,
532179,CORPN.BANK  ,A ,Q,47.80,50.70,47.50,49.85,49.85,47.95,2718,364040,17905179.00,
532180,DHANALAK.BNK,B ,Q,24.60,26.45,24.60,25.10,25.10,24.85,1711,261876,6642986.00,
532181,GUJ.MINERAL ,A ,Q,120.55,121.80,118.60,118.85,118.85,120.00,1418,116555,13972461.00,
532183,GAYATRI SUGR,XD,Q,10.98,10.98,9.81,10.49,10.48,10.32,94,46356,484824.00,
532187,INDUSIND BNK,A ,Q,1283.80,1313.45,1270.65,1303.25,1303.25,1283.50,2451,51028,66464555.00,
532189,INDIA TOURIS,B ,Q,264.20,292.90,264.20,287.65,287.65,266.30,1741,83546,24068848.00,
